filename,slices,height,width,dtype,min_pixel,max_pixel,mean_pixel,file_size_mb,status
1.2.826.0.1.3680043.8.498.25377335743713847654967046430618190250.npz,24,224,224,uint8,0,246,88.60126023065476,0.88,OK
1.2.826.0.1.3680043.8.498.25631418567290041262873690097185653987.npz,24,224,224,uint8,0,250,95.1503682039222,0.97,OK
1.2.826.0.1.3680043.8.498.25822706776264559233980587028689051936.npz,24,224,224,uint8,0,250,100.32745153725553,1.01,OK
1.2.826.0.1.3680043.8.498.28025583952216818499436381048030807046.npz,24,224,224,uint8,0,253,105.84252763605443,1.02,OK
1.2.826.0.1.3680043.8.498.28823416141301899236616243523828178726.npz,24,224,224,uint8,0,249,91.648787933142,0.98,OK
1.2.826.0.1.3680043.8.498.29129653522831658090409183193596461538.npz,24,224,224,uint8,0,250,91.50672632334184,0.73,OK
1.2.826.0.1.3680043.8.498.29823086899663286443705287746025601451.npz,24,224,224,uint8,0,252,88.77199009486607,0.98,OK
1.2.826.0.1.3680043.8.498.30133596071525793612266168031258338764.npz,24,224,224,uint8,0,250,89.28978910900298,0.75,OK
1.2.826.0.1.3680043.8.498.30675983700626838430873794385403218448.npz,24,224,224,uint8,0,250,102.64606003534226,0.76,OK
1.2.826.0.1.3680043.8.498.30980863675935941008105037879776019329.npz,24,224,224,uint8,0,239,96.49652473294005,0.85,OK
1.2.826.0.1.3680043.8.498.31145361798136458903283678003595838792.npz,24,224,224,uint8,0,252,107.58198142538265,0.91,OK
1.2.826.0.1.3680043.8.498.31553749077632991775170013402888000235.npz,24,224,224,uint8,1,247,94.8557361421131,0.92,OK
1.2.826.0.1.3680043.8.498.32888058490090603929684691773239827379.npz,24,224,224,uint8,3,247,96.96114925462372,0.91,OK
1.2.826.0.1.3680043.8.498.33768242062565931148491037346265910420.npz,24,224,224,uint8,0,255,162.12166341145834,0.61,OK
1.2.826.0.1.3680043.8.498.35351827342679928781284462582776260340.npz,24,224,224,uint8,16,249,92.00843281648596,0.86,OK
1.2.826.0.1.3680043.8.498.35365498214717111637261417961359460480.npz,24,224,224,uint8,4,249,98.28750049824617,0.86,OK
1.2.826.0.1.3680043.8.498.36677416581001786451926887907446235637.npz,24,224,224,uint8,0,235,100.96724446614583,1.0,OK
1.2.826.0.1.3680043.8.498.37652801049726327088077975804750515169.npz,24,224,224,uint8,0,250,118.99238347682824,0.84,OK
1.2.826.0.1.3680043.8.498.38217738737327077731992406456795800810.npz,24,224,224,uint8,2,246,94.87742230681334,0.89,OK
1.2.826.0.1.3680043.8.498.38306391410221340200183992809680611435.npz,24,224,224,uint8,0,250,88.40241516528486,0.96,OK
1.2.826.0.1.3680043.8.498.39506465627529543765264712561750329245.npz,24,224,224,uint8,0,253,89.35353223320578,0.81,OK
1.2.826.0.1.3680043.8.498.40067434011026199339239205594745973862.npz,24,224,224,uint8,0,253,105.05367439944727,0.78,OK
1.2.826.0.1.3680043.8.498.40914537247644284816573138937906978927.npz,24,224,224,uint8,0,249,107.26263137090774,1.02,OK
1.2.826.0.1.3680043.8.498.40988113481459655340517857363130484226.npz,24,224,224,uint8,0,253,107.65417065263605,1.01,OK
1.2.826.0.1.3680043.8.498.41252421516459328577811663671803574560.npz,24,224,224,uint8,20,248,90.37064948049532,0.92,OK
1.2.826.0.1.3680043.8.498.41386994982340115989440944623604069772.npz,24,224,224,uint8,0,252,91.12345543686224,1.01,OK
1.2.826.0.1.3680043.8.498.41786504123190759621834893248893641957.npz,24,224,224,uint8,0,250,90.8546142578125,0.74,OK
1.2.826.0.1.3680043.8.498.42068331116015651482318423716122554633.npz,24,224,224,uint8,22,251,88.76810875717474,0.77,OK
1.2.826.0.1.3680043.8.498.43967184186559311591255687928402974794.npz,24,224,224,uint8,0,253,94.00831905027636,0.94,OK
1.2.826.0.1.3680043.8.498.44462336081111744064926954011330884201.npz,24,224,224,uint8,0,252,98.20375445099916,1.0,OK
1.2.826.0.1.3680043.8.498.44838574759714801507236702251841684624.npz,24,224,224,uint8,24,247,89.98670928332271,0.77,OK
1.2.826.0.1.3680043.8.498.45011939244154780930592418743327137113.npz,24,224,224,uint8,0,252,96.25932716836735,0.79,OK
1.2.826.0.1.3680043.8.498.45434640657520982642976588107285811845.npz,24,224,224,uint8,0,250,96.9904403167517,0.98,OK
1.2.826.0.1.3680043.8.498.45577004058078194978884266589385913688.npz,24,224,224,uint8,0,251,96.24038550967262,0.81,OK
1.2.826.0.1.3680043.8.498.46066382287111309319960146442580223853.npz,24,224,224,uint8,11,247,97.50429737324617,0.98,OK
1.2.826.0.1.3680043.8.498.46127653962961269010827143317373397777.npz,24,224,224,uint8,16,245,91.71870847948554,0.9,OK
1.2.826.0.1.3680043.8.498.46485974091860453017519079340625804011.npz,24,224,224,uint8,0,248,95.34945824032738,0.74,OK
1.2.826.0.1.3680043.8.498.46699396562036490964108080683282499372.npz,24,224,224,uint8,16,250,88.2131115141369,0.84,OK
1.2.826.0.1.3680043.8.498.48225142523716606731325544800630788645.npz,24,224,224,uint8,0,250,89.46395355017007,0.98,OK
1.2.826.0.1.3680043.8.498.48867926226552814715014504242639517711.npz,24,224,224,uint8,6,245,88.19762187101404,0.92,OK
1.2.826.0.1.3680043.8.498.49022340225674703108931531297813342349.npz,24,224,224,uint8,0,232,106.20388316459396,0.89,OK
1.2.826.0.1.3680043.8.498.49827158912819756308935950191356356849.npz,24,224,224,uint8,0,252,99.53455420254039,0.92,OK
1.2.826.0.1.3680043.8.498.49880757480747876557260665331039050126.npz,24,224,224,uint8,0,253,102.25334323182398,0.66,OK
1.2.826.0.1.3680043.8.498.50232503849667967692138756098068751878.npz,24,224,224,uint8,0,251,93.43014007360757,0.97,OK
1.2.826.0.1.3680043.8.498.50662716624860950107973769066962655604.npz,24,224,224,uint8,0,252,95.72225433142007,1.0,OK
1.2.826.0.1.3680043.8.498.52098575488812247212094796944434462982.npz,24,224,224,uint8,0,248,90.90783276201105,0.76,OK
1.2.826.0.1.3680043.8.498.52575825292714775533800515481156149696.npz,24,224,224,uint8,0,251,95.82636120854592,0.7,OK
1.2.826.0.1.3680043.8.498.52753180293233746385161787593301494421.npz,24,224,224,uint8,0,254,124.98555169137968,0.75,OK
1.2.826.0.1.3680043.8.498.54465200225249126737330535826782296602.npz,24,224,224,uint8,0,253,93.48088478555485,0.85,OK
1.2.826.0.1.3680043.8.498.54496517056330373078905986891937509337.npz,24,224,224,uint8,0,249,88.24845211522108,0.86,OK
1.2.826.0.1.3680043.8.498.54787257581258866147034143601046699491.npz,24,224,224,uint8,0,251,88.96554295546343,0.8,OK
1.2.826.0.1.3680043.8.498.55215746734310754677097851619815704801.npz,24,224,224,uint8,0,252,110.05633337319303,0.83,OK
1.2.826.0.1.3680043.8.498.56075878695554593655776090103946115538.npz,24,224,224,uint8,4,248,91.94003192097152,0.94,OK
1.2.826.0.1.3680043.8.498.56476586152889649918753901981217578832.npz,24,224,224,uint8,0,250,95.9350743715455,0.74,OK
1.2.826.0.1.3680043.8.498.57847201874433701438006051707515630955.npz,24,224,224,uint8,0,249,101.0386580901892,0.98,OK
1.2.826.0.1.3680043.8.498.58247928682956119033091604697458955488.npz,24,224,224,uint8,6,246,99.0363088594813,0.96,OK
1.2.826.0.1.3680043.8.498.58282048410120494300880183022565289017.npz,24,224,224,uint8,0,253,89.0419614623193,0.93,OK
1.2.826.0.1.3680043.8.498.58445936259190390291885179531198837880.npz,24,224,224,uint8,0,250,93.32996186755952,1.0,OK
1.2.826.0.1.3680043.8.498.58542643826756717410079464478563773719.npz,24,224,224,uint8,0,248,91.23852372980443,0.83,OK
1.2.826.0.1.3680043.8.498.58589162725899686912147262289926655719.npz,24,224,224,uint8,0,252,93.27145946269133,0.78,OK
1.2.826.0.1.3680043.8.498.58706026685033161589109237855658480444.npz,24,224,224,uint8,6,246,100.12129886134142,0.89,OK
1.2.826.0.1.3680043.8.498.58758735759979515645166498422291012198.npz,24,224,224,uint8,0,251,92.06819495376276,0.88,OK
1.2.826.0.1.3680043.8.498.59277752391225047203460273436877588732.npz,24,224,224,uint8,0,231,89.93832044536565,0.83,OK
1.2.826.0.1.3680043.8.498.59651370198825515685097710979565648848.npz,24,224,224,uint8,0,249,99.05521481053358,0.98,OK
1.2.826.0.1.3680043.8.498.60132801491926083582491700083257138231.npz,24,224,224,uint8,0,249,99.85261296901574,1.02,OK
1.2.826.0.1.3680043.8.498.60298992056961218190928129503624287804.npz,24,224,224,uint8,5,248,97.52519132653062,0.9,OK
1.2.826.0.1.3680043.8.498.60672898004145481782818295018782799694.npz,24,224,224,uint8,0,240,92.66250797193878,0.94,OK
1.2.826.0.1.3680043.8.498.60968447237385063834900406878517503018.npz,24,224,224,uint8,0,243,100.26803817230017,0.89,OK
1.2.826.0.1.3680043.8.498.61416922003109465449982363520392027035.npz,24,224,224,uint8,0,253,88.72853306361607,0.7,OK
1.2.826.0.1.3680043.8.498.61756497944551572164374627976025597688.npz,24,224,224,uint8,0,242,94.09044911910077,0.88,OK
1.2.826.0.1.3680043.8.498.61803824255873110166848023759356747224.npz,24,224,224,uint8,0,252,103.53211694834184,0.97,OK
1.2.826.0.1.3680043.8.498.61884933630516822310593153104675128503.npz,24,224,224,uint8,0,249,104.10374232700893,0.83,OK
1.2.826.0.1.3680043.8.498.62703830555748841413100581257181788639.npz,24,224,224,uint8,5,247,91.47146212000425,0.91,OK
1.2.826.0.1.3680043.8.498.63102193243767382652350096289896364260.npz,24,224,224,uint8,0,251,88.72687722549958,0.7,OK
1.2.826.0.1.3680043.8.498.63435793266716751389828885446589098487.npz,24,224,224,uint8,0,250,88.22180258822279,0.77,OK
1.2.826.0.1.3680043.8.498.64138448377387627279578230009575267092.npz,24,224,224,uint8,0,253,94.571639495642,0.79,OK
1.2.826.0.1.3680043.8.498.64146847745325599700142998289794744620.npz,24,224,224,uint8,9,248,89.98501441592262,0.81,OK
1.2.826.0.1.3680043.8.498.67262755438159843913745096661039095130.npz,24,224,224,uint8,0,239,104.05101210406038,0.95,OK
1.2.826.0.1.3680043.8.498.67430260897973964461182444804222919081.npz,24,224,224,uint8,0,243,89.22403223984907,0.84,OK
1.2.826.0.1.3680043.8.498.67534194468517418432836440681519811980.npz,24,224,224,uint8,0,251,88.68423814838435,0.96,OK
1.2.826.0.1.3680043.8.498.67599935957622051533829293650249121345.npz,24,224,224,uint8,6,248,89.23669350552721,0.92,OK
1.2.826.0.1.3680043.8.498.67728755011495175722943980277876949575.npz,24,224,224,uint8,0,255,93.39124780771684,0.7,OK
1.2.826.0.1.3680043.8.498.67859043925597585921591407089453470215.npz,24,224,224,uint8,0,252,91.69473868649023,0.97,OK
1.2.826.0.1.3680043.8.498.67890987531409138009444151065151011784.npz,24,224,224,uint8,0,253,91.42765133397108,0.74,OK
1.2.826.0.1.3680043.8.498.68390584919630341246382655832014279440.npz,24,224,224,uint8,0,247,92.98894474782101,0.93,OK
1.2.826.0.1.3680043.8.498.68525949475482840953022307463227096001.npz,24,224,224,uint8,0,250,88.31400968590562,0.82,OK
1.2.826.0.1.3680043.8.498.69783908410864161211158583420543900194.npz,24,224,224,uint8,20,247,95.82106568213223,0.92,OK
1.2.826.0.1.3680043.8.498.72591720011372335977352290412127385233.npz,24,224,224,uint8,0,251,99.02784531781462,0.96,OK
1.2.826.0.1.3680043.8.498.73218536788406482353311453087220459950.npz,24,224,224,uint8,0,251,94.54449172247024,0.73,OK
1.2.826.0.1.3680043.8.498.73919372051804568358688467137260265719.npz,24,224,224,uint8,0,250,96.4046323607568,0.76,OK
1.2.826.0.1.3680043.8.498.74529313647742425100980825549653181202.npz,24,224,224,uint8,0,251,90.37008563190902,0.72,OK
1.2.826.0.1.3680043.8.498.74767954159147731439215137785186844702.npz,24,224,224,uint8,0,251,113.27047127444727,0.99,OK
1.2.826.0.1.3680043.8.498.74927290647005440467944858919815515366.npz,24,224,224,uint8,0,247,99.59132686277636,0.87,OK
1.2.826.0.1.3680043.8.498.75940149982100115964289949729201591790.npz,24,224,224,uint8,0,244,129.55246117001488,0.87,OK
1.2.826.0.1.3680043.8.498.75957424148045333858655809493228443717.npz,24,224,224,uint8,0,248,95.11598838754252,0.94,OK
1.2.826.0.1.3680043.8.498.77134810976271971886385069328216524007.npz,24,224,224,uint8,0,251,105.48530755075468,0.97,OK
1.2.826.0.1.3680043.8.498.77174146563970283436603471770263283736.npz,24,224,224,uint8,8,247,100.06272753241922,0.98,OK
1.2.826.0.1.3680043.8.498.77874791346378819343113775945914406827.npz,24,224,224,uint8,0,246,95.15840491470026,0.73,OK
1.2.826.0.1.3680043.8.498.78366110185732494999906925021098706057.npz,24,224,224,uint8,0,251,90.9824144013074,0.87,OK
1.2.826.0.1.3680043.8.498.78450875181134717328009324295953749755.npz,24,224,224,uint8,0,252,94.05767946827169,0.73,OK
1.2.826.0.1.3680043.8.498.80497338217356011526281188664963830642.npz,24,224,224,uint8,0,253,95.65990795732355,0.82,OK
1.2.826.0.1.3680043.8.498.80538500333479960714806018769009133219.npz,24,224,224,uint8,0,252,97.25941851349916,0.75,OK
1.2.826.0.1.3680043.8.498.80578660557040452814256943827961916646.npz,24,224,224,uint8,5,248,95.41284262728529,0.91,OK
1.2.826.0.1.3680043.8.498.80611727050911496363292930543923882489.npz,24,224,224,uint8,0,245,91.30685321003402,0.76,OK
1.2.826.0.1.3680043.8.498.80980942647345992049813780515725818794.npz,24,224,224,uint8,5,245,89.58215830277423,0.88,OK
1.2.826.0.1.3680043.8.498.81084171603553369816257504401663206753.npz,24,224,224,uint8,0,251,98.00536445046768,0.98,OK
1.2.826.0.1.3680043.8.498.81386786135438175200303028554043057252.npz,24,224,224,uint8,3,246,99.96713734321854,0.93,OK
1.2.826.0.1.3680043.8.498.82418341380517912098084905365302434466.npz,24,224,224,uint8,0,251,105.81615961814413,1.0,OK
1.2.826.0.1.3680043.8.498.83022921455895055965147306763792827867.npz,24,224,224,uint8,0,253,122.67474905001063,0.9,OK
1.2.826.0.1.3680043.8.498.83119563715158751970459179214373044001.npz,24,224,224,uint8,0,252,119.87264412600977,1.04,OK
1.2.826.0.1.3680043.8.498.83725569270209380550746733386381525626.npz,24,224,224,uint8,5,245,90.71166826105443,0.88,OK
1.2.826.0.1.3680043.8.498.83950279556675315393700306013850947534.npz,24,224,224,uint8,3,250,89.01895411484907,0.81,OK
1.2.826.0.1.3680043.8.498.84575412086853971739258213886849399474.npz,24,224,224,uint8,0,252,92.27910505022321,0.97,OK
1.2.826.0.1.3680043.8.498.84609387082130830237494518509865804460.npz,24,224,224,uint8,0,252,121.67647796423257,1.02,OK
1.2.826.0.1.3680043.8.498.84728877396463898626420862246288300451.npz,24,224,224,uint8,0,253,92.8324962797619,0.95,OK
1.2.826.0.1.3680043.8.498.84786823210501751449532019160534682143.npz,24,224,224,uint8,6,247,94.9474865141369,0.89,OK
1.2.826.0.1.3680043.8.498.86345304094745567466552937862387494643.npz,24,224,224,uint8,2,255,119.40949524340986,0.77,OK
1.2.826.0.1.3680043.8.498.86630329079425427984807052759302248720.npz,24,224,224,uint8,0,252,88.42090175914116,0.82,OK
1.2.826.0.1.3680043.8.498.86650093216346141241806212373691377883.npz,24,224,224,uint8,0,251,89.84994070870536,0.96,OK
1.2.826.0.1.3680043.8.498.87826991828498042317417488750770146159.npz,24,224,224,uint8,0,244,90.71635011426446,0.76,OK
1.2.826.0.1.3680043.8.498.87918729980231637897787163933708419654.npz,24,224,224,uint8,0,251,123.6672977784864,1.03,OK
1.2.826.0.1.3680043.8.498.88329491824702062150385993467207269750.npz,24,224,224,uint8,0,251,91.20378517617985,0.87,OK
1.2.826.0.1.3680043.8.498.88773960893971809432349013133060938098.npz,24,224,224,uint8,4,248,102.9026111421131,0.96,OK
1.2.826.0.1.3680043.8.498.88994166362456138288389295970487292273.npz,24,224,224,uint8,0,248,92.54133284173044,0.96,OK
1.2.826.0.1.3680043.8.498.89676638518543935801069871010178592571.npz,24,224,224,uint8,7,245,102.61355445498512,0.94,OK
1.2.826.0.1.3680043.8.498.90460618934739910206089272981524548487.npz,24,224,224,uint8,23,248,91.59336219839498,0.88,OK
1.2.826.0.1.3680043.8.498.91137285493899938814643274473978270866.npz,24,224,224,uint8,0,250,89.01708901333971,0.78,OK
1.2.826.0.1.3680043.8.498.91404408332153299904219484031387665689.npz,24,224,224,uint8,0,249,93.5671610929528,0.96,OK
1.2.826.0.1.3680043.8.498.91567473710585569295382775985895707391.npz,24,224,224,uint8,0,246,103.36372053704294,0.96,OK
1.2.826.0.1.3680043.8.498.91779232878306879025700337854014792298.npz,24,224,224,uint8,5,248,106.04035046635842,0.93,OK
1.2.826.0.1.3680043.8.498.92831160101233309784561836469873233259.npz,24,224,224,uint8,0,246,90.94720583545919,0.98,OK
1.2.826.0.1.3680043.8.498.93029383265993951006674736578557105140.npz,24,224,224,uint8,0,252,89.4689019650829,0.73,OK
1.2.826.0.1.3680043.8.498.93670395223792512293996254829085321413.npz,24,224,224,uint8,0,227,88.20236600499575,0.81,OK
1.2.826.0.1.3680043.8.498.96209010301828647894769821695346562942.npz,24,224,224,uint8,0,249,97.22658326025723,0.95,OK
1.2.826.0.1.3680043.8.498.96371873040537284572175608603291741446.npz,24,224,224,uint8,0,252,89.95253125664328,0.98,OK
1.2.826.0.1.3680043.8.498.96450439742561973116177317430227436266.npz,24,224,224,uint8,0,242,93.13736065715348,0.97,OK
