filename,slices,height,width,dtype,min_pixel,max_pixel,mean_pixel,file_size_mb,status
1.2.826.0.1.3680043.8.498.10005047919793760894599773106036876356.npz,24,224,224,uint8,0,252,72.60119794988307,0.75,OK
1.2.826.0.1.3680043.8.498.10005488803102962734659960996323792804.npz,24,224,224,uint8,0,250,20.47949384832058,0.63,OK
1.2.826.0.1.3680043.8.498.10006337896290853723104114832962427832.npz,24,224,224,uint8,0,248,50.495212684683246,0.85,OK
1.2.826.0.1.3680043.8.498.10006846626751284159332285422987139118.npz,24,224,224,uint8,0,251,16.11219092129039,0.61,OK
1.2.826.0.1.3680043.8.498.10006895116086398819258067200723106151.npz,24,224,224,uint8,0,252,29.131419071534864,0.72,OK
1.2.826.0.1.3680043.8.498.10007033060853101402914165412426592663.npz,24,224,224,uint8,0,246,48.92672791772959,0.82,OK
1.2.826.0.1.3680043.8.498.10007238824192154774338796293608787949.npz,24,224,224,uint8,0,247,47.10280728502338,0.73,OK
1.2.826.0.1.3680043.8.498.10007282253941170661178728530472447162.npz,24,224,224,uint8,0,248,61.18973297326743,0.74,OK
1.2.826.0.1.3680043.8.498.10007290698910138166420551269680148300.npz,24,224,224,uint8,0,251,31.872468909438776,0.71,OK
1.2.826.0.1.3680043.8.498.10007333964995826484716358858897372841.npz,24,224,224,uint8,0,252,78.91246977306548,0.81,OK
1.2.826.0.1.3680043.8.498.10007733420204550163632132642292824624.npz,24,224,224,uint8,0,244,20.903373458758505,0.55,OK
1.2.826.0.1.3680043.8.498.10008266800101012018024124219906684387.npz,24,224,224,uint8,0,251,43.99852602173682,0.74,OK
1.2.826.0.1.3680043.8.498.10009737145312707012008894277547018932.npz,24,224,224,uint8,0,252,31.72136911405187,0.62,OK
1.2.826.0.1.3680043.8.498.10011730488681862782320879441610733914.npz,24,224,224,uint8,0,252,46.01231913663903,0.73,OK
1.2.826.0.1.3680043.8.498.10012053860908951630034517323361929409.npz,24,224,224,uint8,0,252,102.77205403645833,0.82,OK
1.2.826.0.1.3680043.8.498.10012633571864337465426288659061547254.npz,24,224,224,uint8,0,252,39.213355654761905,0.72,OK
1.2.826.0.1.3680043.8.498.10012828714165121366819225414906643234.npz,24,224,224,uint8,0,250,33.681565888073976,0.59,OK
1.2.826.0.1.3680043.8.498.10013168686774212100388186060914556274.npz,24,224,224,uint8,2,247,75.89092726934524,0.92,OK
1.2.826.0.1.3680043.8.498.10013256123553319041990966901203362989.npz,24,224,224,uint8,0,248,50.146364795918366,0.6,OK
1.2.826.0.1.3680043.8.498.10013280725198842098983071119588907872.npz,24,224,224,uint8,0,251,15.74429923336522,0.54,OK
1.2.826.0.1.3680043.8.498.10013480214842344762574044010614288147.npz,24,224,224,uint8,0,252,38.83263163663903,0.67,OK
1.2.826.0.1.3680043.8.498.10013636672004583626703436913896976293.npz,24,224,224,uint8,0,242,63.48857687606292,0.87,OK
1.2.826.0.1.3680043.8.498.10013812389274190747275238680244804953.npz,24,224,224,uint8,0,251,24.793094141953656,0.61,OK
1.2.826.0.1.3680043.8.498.10014196852555980013194055310655549742.npz,24,224,224,uint8,0,248,59.36058573820153,0.86,OK
1.2.826.0.1.3680043.8.498.10016070672456816867522051160523666231.npz,24,224,224,uint8,0,244,40.23067552216199,0.85,OK
1.2.826.0.1.3680043.8.498.10016262976055443755653232919583713642.npz,24,224,224,uint8,0,251,35.61129075653699,0.83,OK
1.2.826.0.1.3680043.8.498.10016548406124462214411986773755008009.npz,24,224,224,uint8,0,250,28.67285239291029,0.57,OK
1.2.826.0.1.3680043.8.498.10016744297199069405966034475099938035.npz,24,224,224,uint8,0,253,32.15231136399873,0.8,OK
1.2.826.0.1.3680043.8.498.10018402039504397857968533816812816572.npz,24,224,224,uint8,0,249,32.19135061251063,0.44,OK
1.2.826.0.1.3680043.8.498.10019090832164579635579350690996815081.npz,24,224,224,uint8,0,252,28.14601685400723,0.63,OK
1.2.826.0.1.3680043.8.498.10019265093415632205581075997655789250.npz,24,224,224,uint8,0,246,46.68136243755315,0.69,OK
1.2.826.0.1.3680043.8.498.10019317727587886821096491719422521485.npz,24,224,224,uint8,0,250,18.568655001062925,0.51,OK
1.2.826.0.1.3680043.8.498.10019629802122213675374932250349863152.npz,24,224,224,uint8,0,255,27.108190834927722,0.58,OK
1.2.826.0.1.3680043.8.498.10021275280365286643025336096155733093.npz,24,224,224,uint8,0,243,41.551641555059526,0.83,OK
1.2.826.0.1.3680043.8.498.10021416149166512820013390377829661744.npz,24,224,224,uint8,0,247,30.492003979326107,0.49,OK
1.2.826.0.1.3680043.8.498.10022328617272481693049567273390632582.npz,24,224,224,uint8,10,248,52.972560752816754,0.85,OK
1.2.826.0.1.3680043.8.498.10023375006207708943543356180091297293.npz,24,224,224,uint8,0,250,44.20509888525723,0.7,OK
1.2.826.0.1.3680043.8.498.10025486141631245287651296460734161877.npz,24,224,224,uint8,0,251,35.724113620057395,0.73,OK
1.2.826.0.1.3680043.8.498.10026337855887135458101011631949144340.npz,24,224,224,uint8,0,248,20.151382965295493,0.51,OK
1.2.826.0.1.3680043.8.498.10027316035548781677096498300768910747.npz,24,224,224,uint8,0,250,15.419776553199405,0.49,OK
1.2.826.0.1.3680043.8.498.10027425647703671514725436833633629899.npz,24,224,224,uint8,0,249,50.33264492320366,0.7,OK
1.2.826.0.1.3680043.8.498.10027461043617190327286362073239125383.npz,24,224,224,uint8,0,243,47.64668201264881,0.79,OK
1.2.826.0.1.3680043.8.498.10027550161761847752083513853619165044.npz,24,224,224,uint8,0,248,17.346962857408588,0.62,OK
1.2.826.0.1.3680043.8.498.10028023470330364812890471248551225306.npz,24,224,224,uint8,0,243,49.41769471460459,0.81,OK
1.2.826.0.1.3680043.8.498.10028049225658146919936353067470558456.npz,24,224,224,uint8,0,251,47.880977293261054,0.65,OK
1.2.826.0.1.3680043.8.498.10028090115069501801858560715672119975.npz,24,224,224,uint8,0,251,45.044436084980866,0.68,OK
1.2.826.0.1.3680043.8.498.10028537904773381725019327429368094016.npz,24,224,224,uint8,0,251,16.68357215933248,0.6,OK
1.2.826.0.1.3680043.8.498.10028715832304659785576602700454067426.npz,24,224,224,uint8,0,249,75.11756367586096,0.78,OK
1.2.826.0.1.3680043.8.498.10028937422633444173012400353019117357.npz,24,224,224,uint8,0,243,25.958663006218114,0.68,OK
1.2.826.0.1.3680043.8.498.10029175578742911134222249240104542598.npz,24,224,224,uint8,0,248,58.692646882971935,0.71,OK
1.2.826.0.1.3680043.8.498.10029180059030247801090489398987423754.npz,24,224,224,uint8,0,254,21.623495296556122,0.43,OK
1.2.826.0.1.3680043.8.498.10029502290189977905668112003995443939.npz,24,224,224,uint8,5,250,32.47453879012542,0.57,OK
1.2.826.0.1.3680043.8.498.10029607251604215549686423856477964809.npz,24,224,224,uint8,0,248,67.00975482966624,0.73,OK
1.2.826.0.1.3680043.8.498.10029797422478509094784245341164202835.npz,24,224,224,uint8,0,252,25.681287700627127,0.44,OK
1.2.826.0.1.3680043.8.498.10030054449195770933857087595607374167.npz,24,224,224,uint8,0,249,33.59127869897959,0.62,OK
1.2.826.0.1.3680043.8.498.10030169447483709733717484482737579536.npz,24,224,224,uint8,0,235,28.965043048469386,0.73,OK
1.2.826.0.1.3680043.8.498.10030972446008853822472209216602063972.npz,24,224,224,uint8,0,247,44.1809613493835,0.64,OK
1.2.826.0.1.3680043.8.498.10031016677302738528133519623700036745.npz,24,224,224,uint8,4,245,38.514578683035715,0.61,OK
1.2.826.0.1.3680043.8.498.10031285995955397064012296381020595912.npz,24,224,224,uint8,0,251,29.092872256324405,0.54,OK
1.2.826.0.1.3680043.8.498.10031610669956278421454348392501437134.npz,24,224,224,uint8,0,247,54.00538271949405,0.7,OK
1.2.826.0.1.3680043.8.498.10032031932490473788325421579189340980.npz,24,224,224,uint8,0,245,35.0498810852466,0.6,OK
1.2.826.0.1.3680043.8.498.10032396632993060281858093554269204879.npz,24,224,224,uint8,0,247,48.294805617559526,0.87,OK
1.2.826.0.1.3680043.8.498.10032400772311267984878238000480301502.npz,24,224,224,uint8,0,246,51.37887386399873,0.68,OK
1.2.826.0.1.3680043.8.498.10032884996285576884174467411755805461.npz,24,224,224,uint8,0,246,46.82174744897959,0.87,OK
1.2.826.0.1.3680043.8.498.10033005616764317111880819291437805791.npz,24,224,224,uint8,0,250,45.95195993436437,0.6,OK
1.2.826.0.1.3680043.8.498.10033217636189774155483719825495508042.npz,24,224,224,uint8,0,238,38.01380806228742,0.75,OK
1.2.826.0.1.3680043.8.498.10033233627873733099696523751624550439.npz,24,224,224,uint8,0,250,37.55028466464711,0.69,OK
1.2.826.0.1.3680043.8.498.10033301774034198032502564349466321155.npz,24,224,224,uint8,0,242,34.92952390917304,0.78,OK
1.2.826.0.1.3680043.8.498.10033823632938838497542646813749488629.npz,24,224,224,uint8,0,251,55.467676279496175,0.6,OK
1.2.826.0.1.3680043.8.498.10035118823518592753987726109773657802.npz,24,224,224,uint8,0,250,49.75374265917304,0.72,OK
1.2.826.0.1.3680043.8.498.10035179535472534639341615771004567816.npz,24,224,224,uint8,0,253,56.98548359773597,0.72,OK
1.2.826.0.1.3680043.8.498.10035803148192815020967525479870756985.npz,24,224,224,uint8,0,250,26.934459037521258,0.61,OK
1.2.826.0.1.3680043.8.498.10036403201418149489280934751789511093.npz,24,224,224,uint8,2,248,50.92185922220451,0.79,OK
1.2.826.0.1.3680043.8.498.10036917905605875091613000644802338374.npz,24,224,224,uint8,3,250,34.3738174957483,0.72,OK
1.2.826.0.1.3680043.8.498.10037702445482286030346900811136595809.npz,24,224,224,uint8,0,249,51.42981870482568,0.85,OK
1.2.826.0.1.3680043.8.498.10038308113249402179891549746533150089.npz,24,224,224,uint8,0,251,50.75451992320366,0.61,OK
1.2.826.0.1.3680043.8.498.10038965291494057560598082657384946898.npz,24,224,224,uint8,0,243,63.8256686463648,0.78,OK
1.2.826.0.1.3680043.8.498.10039168824072025519905826717252750953.npz,24,224,224,uint8,0,244,65.5693899141688,0.76,OK
1.2.826.0.1.3680043.8.498.10039299706120855964847841105762943154.npz,24,224,224,uint8,0,246,16.70613025483631,0.62,OK
1.2.826.0.1.3680043.8.498.10039733347836310036939398053348895446.npz,24,224,224,uint8,0,249,43.0875094666773,0.76,OK
1.2.826.0.1.3680043.8.498.10039810104099273075015998627058683073.npz,24,224,224,uint8,0,252,55.96044755792942,0.76,OK
1.2.826.0.1.3680043.8.498.10041562232928602524283287007509887763.npz,24,224,224,uint8,0,253,64.82207380022321,0.7,OK
1.2.826.0.1.3680043.8.498.10041731529774502577862769168815916727.npz,24,224,224,uint8,0,248,37.707494618941325,0.59,OK
1.2.826.0.1.3680043.8.498.10041760136461200074573002514440747427.npz,24,224,224,uint8,0,249,32.524787747130105,0.76,OK
1.2.826.0.1.3680043.8.498.10041991293677454742693078448112712633.npz,24,224,224,uint8,0,251,32.284092494419646,0.7,OK
1.2.826.0.1.3680043.8.498.10042261984457869507473297990209777112.npz,24,224,224,uint8,0,250,24.20618589232568,0.6,OK
1.2.826.0.1.3680043.8.498.10043334987354567111812324187317075137.npz,24,224,224,uint8,0,251,60.625265731292515,0.7,OK
1.2.826.0.1.3680043.8.498.10045399788540407838166435840006493073.npz,24,224,224,uint8,0,253,33.375989849064624,0.76,OK
1.2.826.0.1.3680043.8.498.10046105027332935089397099816715465807.npz,24,224,224,uint8,0,252,71.2507556733631,0.79,OK
1.2.826.0.1.3680043.8.498.10047149081643727582361533331099856959.npz,24,224,224,uint8,0,249,45.43481943558673,0.65,OK
1.2.826.0.1.3680043.8.498.10047519984694514846911312497416515211.npz,24,224,224,uint8,0,252,35.29394199085884,0.79,OK
1.2.826.0.1.3680043.8.498.10047613201449115097497098032893420713.npz,24,224,224,uint8,0,249,30.43877467979379,0.7,OK
1.2.826.0.1.3680043.8.498.10047997472951043536409926572347675423.npz,24,224,224,uint8,0,250,44.38353080490008,0.69,OK
1.2.826.0.1.3680043.8.498.10048002059835617830123248725640685278.npz,24,224,224,uint8,0,251,23.68330061516794,0.6,OK
1.2.826.0.1.3680043.8.498.10048366580779524426815767397156901144.npz,24,224,224,uint8,0,251,58.694715435002124,0.7,OK
1.2.826.0.1.3680043.8.498.10048391752934964148396885796286084490.npz,24,224,224,uint8,0,246,12.531685965401786,0.48,OK
1.2.826.0.1.3680043.8.498.10048698899828841200257333243599606941.npz,24,224,224,uint8,5,250,35.31939821827169,0.64,OK
1.2.826.0.1.3680043.8.498.10048713072268890750198666318760216140.npz,24,224,224,uint8,0,245,19.356029276945154,0.39,OK
1.2.826.0.1.3680043.8.498.10049396118808340067079016002833176228.npz,24,224,224,uint8,0,252,34.250848679315474,0.73,OK
1.2.826.0.1.3680043.8.498.10049652568021778646861430531680266367.npz,24,224,224,uint8,0,243,34.041291321215986,0.77,OK
1.2.826.0.1.3680043.8.498.10050691989051417005090930183249549482.npz,24,224,224,uint8,0,248,52.92743542729592,0.8,OK
1.2.826.0.1.3680043.8.498.10050717991446997908905340020744994412.npz,24,224,224,uint8,0,248,31.47294938483206,0.58,OK
1.2.826.0.1.3680043.8.498.10050957726706119832570776691164651252.npz,24,224,224,uint8,0,253,52.209984188988095,0.64,OK
1.2.826.0.1.3680043.8.498.10052052142602846814375429051826138830.npz,24,224,224,uint8,0,247,29.990147181919642,0.65,OK
1.2.826.0.1.3680043.8.498.10052874809669177005295371530225804164.npz,24,224,224,uint8,0,252,39.682121432557395,0.76,OK
1.2.826.0.1.3680043.8.498.10052879259579738300991388496456603397.npz,24,224,224,uint8,0,242,31.587604133450256,0.72,OK
1.2.826.0.1.3680043.8.498.10055871012601176668266024881216265472.npz,24,224,224,uint8,0,250,73.32010987988946,0.78,OK
1.2.826.0.1.3680043.8.498.10056226282936337230425086239060494094.npz,24,224,224,uint8,0,254,24.779303518282312,0.63,OK
1.2.826.0.1.3680043.8.498.10056577505255842911846298426547909192.npz,24,224,224,uint8,0,250,18.762068352731717,0.4,OK
1.2.826.0.1.3680043.8.498.10056911984646058856766964243376225790.npz,24,224,224,uint8,0,250,81.61246412627551,0.92,OK
1.2.826.0.1.3680043.8.498.10056920235938228721112806853631031057.npz,24,224,224,uint8,0,253,59.81794167862458,0.77,OK
1.2.826.0.1.3680043.8.498.10057305864227595980423089397727389218.npz,24,224,224,uint8,0,252,59.23058251620961,0.72,OK
1.2.826.0.1.3680043.8.498.10057757335570259591178337456213772366.npz,24,224,224,uint8,0,248,13.00771783322704,0.37,OK
1.2.826.0.1.3680043.8.498.10058037489628716700816688496042880245.npz,24,224,224,uint8,0,248,64.54521916188351,0.69,OK
1.2.826.0.1.3680043.8.498.10058914736132089479743551136719836886.npz,24,224,224,uint8,0,254,47.73951025722789,0.64,OK
1.2.826.0.1.3680043.8.498.10058944003383262267953514481236845449.npz,24,224,224,uint8,0,237,44.19308284837373,0.76,OK
1.2.826.0.1.3680043.8.498.10059648484821638292067302546527303351.npz,24,224,224,uint8,6,240,36.60804634353742,0.57,OK
1.2.826.0.1.3680043.8.498.10059771288496613521644569510237655897.npz,24,224,224,uint8,0,241,66.52576347921982,0.82,OK
1.2.826.0.1.3680043.8.498.10060273217595819322621412362442540539.npz,24,224,224,uint8,0,248,27.02060081845238,0.33,OK
1.2.826.0.1.3680043.8.498.10061018232179518089734137452530499136.npz,24,224,224,uint8,0,252,88.05787212345876,0.96,OK
1.2.826.0.1.3680043.8.498.10061753038850571612100729907998252038.npz,24,224,224,uint8,0,252,22.129868695525087,0.62,OK
1.2.826.0.1.3680043.8.498.10061845342080774594468251271422501411.npz,24,224,224,uint8,0,249,48.37350941353104,0.61,OK
1.2.826.0.1.3680043.8.498.10062289988112807841569470896635641583.npz,24,224,224,uint8,0,252,27.1066512542517,0.57,OK
1.2.826.0.1.3680043.8.498.10062461076000933362424628266183945811.npz,24,224,224,uint8,0,251,41.64297256988733,0.63,OK
1.2.826.0.1.3680043.8.498.10062808718118342708343930875375542876.npz,24,224,224,uint8,0,248,31.880131105176446,0.71,OK
1.2.826.0.1.3680043.8.498.10063731081890047751464503910956626637.npz,24,224,224,uint8,0,252,26.79614340853529,0.55,OK
1.2.826.0.1.3680043.8.498.10064481329092717090324940006461756315.npz,24,224,224,uint8,0,243,61.075065768494895,0.86,OK
1.2.826.0.1.3680043.8.498.10064844036614751208433717781482724643.npz,24,224,224,uint8,1,248,47.923655399659864,0.88,OK
1.2.826.0.1.3680043.8.498.10066422147778067039459533638996394711.npz,24,224,224,uint8,0,251,35.037027994791664,0.69,OK
1.2.826.0.1.3680043.8.498.10066611045150267821217000314477504439.npz,24,224,224,uint8,0,251,25.763144564466412,0.62,OK
1.2.826.0.1.3680043.8.498.10068571245104766581894385340662791471.npz,24,224,224,uint8,0,247,7.426549379517432,0.55,OK
1.2.826.0.1.3680043.8.498.10068759518307928574955716960374794324.npz,24,224,224,uint8,0,252,33.463412122661566,0.55,OK
1.2.826.0.1.3680043.8.498.10069091463980274550818866947208216218.npz,24,224,224,uint8,0,243,52.05781648596939,0.88,OK
1.2.826.0.1.3680043.8.498.10069513479481433132489554141100027770.npz,24,224,224,uint8,0,247,47.005254836309526,0.77,OK
1.2.826.0.1.3680043.8.498.10069634446920640429206598257500331857.npz,24,224,224,uint8,0,251,24.21356907020621,0.68,OK
1.2.826.0.1.3680043.8.498.10069820596235696038340553494738206298.npz,24,224,224,uint8,0,239,65.38942339631166,0.83,OK
1.2.826.0.1.3680043.8.498.10069827528287999786917671939517939695.npz,24,224,224,uint8,0,253,27.804193405877974,0.46,OK
1.2.826.0.1.3680043.8.498.10070121557445894527475473475558726643.npz,24,224,224,uint8,0,236,13.786554660926871,0.56,OK
1.2.826.0.1.3680043.8.498.10070738928814618247259166613683629125.npz,24,224,224,uint8,0,251,67.50538188908376,0.94,OK
1.2.826.0.1.3680043.8.498.10070752204992084677370638694884209737.npz,24,224,224,uint8,0,249,49.28588701105442,0.78,OK
1.2.826.0.1.3680043.8.498.10071731081841776926911954285395913583.npz,24,224,224,uint8,0,254,37.41994595689838,0.65,OK
1.2.826.0.1.3680043.8.498.10071853105859033946409840814140235124.npz,24,224,224,uint8,0,252,22.02832114291029,0.6,OK
1.2.826.0.1.3680043.8.498.10072118276867498117556502528770891174.npz,24,224,224,uint8,0,251,45.328418134832056,0.61,OK
1.2.826.0.1.3680043.8.498.10074117786567575613976123424082837726.npz,24,224,224,uint8,0,248,38.9960480774341,0.72,OK
1.2.826.0.1.3680043.8.498.10074706488209901815190164199058581772.npz,24,224,224,uint8,0,245,25.664172944568453,0.71,OK
1.2.826.0.1.3680043.8.498.10074907724122468767765060075160612194.npz,24,224,224,uint8,0,246,54.09065838249362,0.83,OK
1.2.826.0.1.3680043.8.498.10075012787048324306023820168721006946.npz,24,224,224,uint8,0,254,71.1537471433886,0.92,OK
1.2.826.0.1.3680043.8.498.10075850923678625558751478713371734745.npz,24,224,224,uint8,0,251,32.69134563004889,0.66,OK
1.2.826.0.1.3680043.8.498.10076097194597763188089355924380581273.npz,24,224,224,uint8,6,251,39.84680674027423,0.7,OK
1.2.826.0.1.3680043.8.498.10077711367735159580771782249334425786.npz,24,224,224,uint8,0,251,15.735854791135203,0.64,OK
1.2.826.0.1.3680043.8.498.10077875530578967644311474218291364422.npz,24,224,224,uint8,0,251,68.47011685533589,0.94,OK
1.2.826.0.1.3680043.8.498.10078685968426648322211784479447374488.npz,24,224,224,uint8,0,245,16.470570259353742,0.61,OK
1.2.826.0.1.3680043.8.498.10079696567208827375624803469579708071.npz,24,224,224,uint8,0,249,22.28444458838223,0.74,OK
1.2.826.0.1.3680043.8.498.10083122843267350812887063988960514349.npz,24,224,224,uint8,0,253,28.858503899606717,0.67,OK
1.2.826.0.1.3680043.8.498.10083266779904038810871198421942987350.npz,24,224,224,uint8,0,252,38.272102200255105,0.81,OK
1.2.826.0.1.3680043.8.498.10083662364948490189619823703424674634.npz,24,224,224,uint8,1,252,33.55897158668155,0.69,OK
1.2.826.0.1.3680043.8.498.10085396250902427376096097790529352199.npz,24,224,224,uint8,0,247,29.306478694993622,0.54,OK
1.2.826.0.1.3680043.8.498.10086050687727982067307218559670769017.npz,24,224,224,uint8,0,251,41.37524580144558,0.76,OK
1.2.826.0.1.3680043.8.498.10086196160360308376842789661115907599.npz,24,224,224,uint8,0,250,69.16581300488946,0.68,OK
1.2.826.0.1.3680043.8.498.10087867987021022925083019994606229192.npz,24,224,224,uint8,0,248,48.27647015837585,0.71,OK
1.2.826.0.1.3680043.8.498.10088722197008341424800966901103293591.npz,24,224,224,uint8,0,245,42.48499780771684,0.73,OK
1.2.826.0.1.3680043.8.498.10088908044697796302515976154359387474.npz,24,224,224,uint8,0,250,47.388995735012756,0.75,OK
1.2.826.0.1.3680043.8.498.10089310559280531459496945123439716143.npz,24,224,224,uint8,0,250,53.48473955011692,0.84,OK
1.2.826.0.1.3680043.8.498.10089454533689575892159684540414117845.npz,24,224,224,uint8,0,248,47.90880102040816,0.75,OK
1.2.826.0.1.3680043.8.498.10091920228201404584030104082141315492.npz,24,224,224,uint8,0,241,21.930933115433675,0.46,OK
1.2.826.0.1.3680043.8.498.10092438766027455184332619004644028377.npz,24,224,224,uint8,0,251,42.277631902370324,0.64,OK
1.2.826.0.1.3680043.8.498.10092747845942312574782012294203278484.npz,24,224,224,uint8,0,247,18.849395129145407,0.5,OK
1.2.826.0.1.3680043.8.498.10093187984474868500349331230606019194.npz,24,224,224,uint8,0,251,23.75937865380527,0.77,OK
1.2.826.0.1.3680043.8.498.10094481510632980581263452989140586022.npz,24,224,224,uint8,0,249,49.235467819940474,0.62,OK
1.2.826.0.1.3680043.8.498.10094597128190108337931096851176172480.npz,24,224,224,uint8,0,251,19.29255520567602,0.65,OK
1.2.826.0.1.3680043.8.498.10094781245693702203234027303975497416.npz,24,224,224,uint8,0,246,28.202050449085885,0.66,OK
1.2.826.0.1.3680043.8.498.10094804580185303413150752598948199980.npz,24,224,224,uint8,0,248,34.3347317442602,0.65,OK
1.2.826.0.1.3680043.8.498.10095455231504836138651094411629998816.npz,24,224,224,uint8,0,250,41.509745695153065,0.75,OK
1.2.826.0.1.3680043.8.498.10095489287070547112103322013518017221.npz,24,224,224,uint8,0,251,52.16322046396684,0.55,OK
1.2.826.0.1.3680043.8.498.10095976511552480616263531780754388395.npz,24,224,224,uint8,0,251,31.36100841703869,0.58,OK
1.2.826.0.1.3680043.8.498.10096196214412855751569933718655124475.npz,24,224,224,uint8,0,241,42.87709429474915,0.74,OK
1.2.826.0.1.3680043.8.498.10096257237701583030187459269039389455.npz,24,224,224,uint8,0,251,39.11150168075042,0.6,OK
1.2.826.0.1.3680043.8.498.10096488075186477560498359249801245146.npz,24,224,224,uint8,0,252,69.22165394478104,0.79,OK
1.2.826.0.1.3680043.8.498.10096877589530261930201157322108976095.npz,24,224,224,uint8,0,252,59.31312862058886,0.82,OK
1.2.826.0.1.3680043.8.498.10097114342487245269502915278041526907.npz,24,224,224,uint8,0,251,75.13295616098002,0.75,OK
1.2.826.0.1.3680043.8.498.10097242914443185772462346268255956363.npz,24,224,224,uint8,0,244,46.021772527370324,0.75,OK
1.2.826.0.1.3680043.8.498.10097583488988702954892237769096852455.npz,24,224,224,uint8,0,250,21.473448461415817,0.56,OK
1.2.826.0.1.3680043.8.498.10097776219761413267805762042885771834.npz,24,224,224,uint8,0,253,27.177962737829507,0.55,OK
1.2.826.0.1.3680043.8.498.10097905774691777164144172695541191375.npz,24,224,224,uint8,0,245,18.404491191007654,0.65,OK
1.2.826.0.1.3680043.8.498.10098013676976594827903241231253115006.npz,24,224,224,uint8,0,246,23.383716816804846,0.62,OK
1.2.826.0.1.3680043.8.498.10098199684290396964958046291222691747.npz,24,224,224,uint8,0,252,27.9338304169324,0.71,OK
1.2.826.0.1.3680043.8.498.10098678002281526260238470652261477534.npz,24,224,224,uint8,0,238,47.182468544058246,0.81,OK
1.2.826.0.1.3680043.8.498.10099231781303174010006408777590646905.npz,24,224,224,uint8,0,248,44.68210150271046,0.6,OK
1.2.826.0.1.3680043.8.498.10100773453049450747398125062254974591.npz,24,224,224,uint8,0,250,77.09310643202593,0.79,OK
1.2.826.0.1.3680043.8.498.10101040229452848020149459969845526907.npz,24,224,224,uint8,0,249,52.20184782897534,0.85,OK
1.2.826.0.1.3680043.8.498.10101071807418048679151560051780509429.npz,24,224,224,uint8,0,248,60.21942097151361,0.77,OK
1.2.826.0.1.3680043.8.498.10101237742481135035557344187439703337.npz,24,224,224,uint8,0,243,44.26561337425595,0.75,OK
1.2.826.0.1.3680043.8.498.10101248689435682481882435559124375663.npz,24,224,224,uint8,0,246,58.59435370828019,0.73,OK
1.2.826.0.1.3680043.8.498.10101457790577999530856370493197673079.npz,24,224,224,uint8,0,252,28.9169539886267,0.64,OK
1.2.826.0.1.3680043.8.498.10102515465689053406757705070124186805.npz,24,224,224,uint8,0,251,32.769855110012756,0.5,OK
1.2.826.0.1.3680043.8.498.10102657421748772181920483019773111910.npz,24,224,224,uint8,0,253,25.364098373724488,0.73,OK
1.2.826.0.1.3680043.8.498.10103829221207766316467387736296654671.npz,24,224,224,uint8,0,245,37.60426465508078,0.63,OK
1.2.826.0.1.3680043.8.498.10104470825042832140370495772349619437.npz,24,224,224,uint8,0,253,65.96252192283163,0.81,OK
1.2.826.0.1.3680043.8.498.10104539774726293870844986361799697620.npz,24,224,224,uint8,0,246,24.49555730495323,0.69,OK
1.2.826.0.1.3680043.8.498.10104563271668494054247203100202540652.npz,24,224,224,uint8,0,248,33.07413238732993,0.71,OK
1.2.826.0.1.3680043.8.498.10105591872058793263500730458675281734.npz,24,224,224,uint8,0,252,39.49997093563988,0.61,OK
1.2.826.0.1.3680043.8.498.10105817235318405243669971031536329573.npz,24,224,224,uint8,0,246,30.50749279203869,0.76,OK
